polypeptide_id,attr_type,value,value2
Q02643,go_classifier,process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
Q02643,go_classifier,process,establishment of localization in cell
Q02643,go_classifier,process,positive regulation of cell population proliferation
P19235,synonym,EPO-R,
P19235,pfam,PF09067,EpoR_lig-bind
P19235,pfam,PF00041,fn3
P19235,go_classifier,component,external side of plasma membrane
P19235,go_classifier,component,nuclear speck
P19235,go_classifier,component,plasma membrane
P19235,go_classifier,process,cytokine-mediated signaling pathway
P19235,go_classifier,process,erythropoietin-mediated signaling pathway
P19235,go_classifier,process,positive regulation of cell population proliferation
Q03405,synonym,MO3,
Q03405,synonym,Monocyte activation antigen Mo3,
Q03405,synonym,U-PAR,
Q03405,synonym,UPAR,
Q03405,go_classifier,component,cell projection
Q03405,go_classifier,component,cell surface
Q03405,go_classifier,component,external side of plasma membrane
Q03405,go_classifier,component,extracellular region
Q03405,go_classifier,component,membrane
Q03405,go_classifier,component,protein complex involved in cell-matrix adhesion
Q03405,go_classifier,component,serine-type endopeptidase complex
Q03405,go_classifier,component,specific granule membrane
Q03405,go_classifier,function,signaling receptor activity
Q03405,go_classifier,function,signaling receptor binding
Q03405,go_classifier,process,positive regulation of homotypic cell-cell adhesion
Q03405,go_classifier,process,regulation of cell adhesion
Q03405,go_classifier,process,regulation of fibrinolysis
Q03405,go_classifier,process,regulation of plasminogen activation
P05120,synonym,Monocyte Arg-serpin,
P05120,synonym,PAI-2,
P05120,synonym,PAI2,
P05120,synonym,Placental plasminogen activator inhibitor,
P05120,synonym,PLANH2,
P05120,synonym,Serpin B2,
P05120,synonym,Urokinase inhibitor,
P05120,pfam,PF00079,Serpin
P05120,go_classifier,component,cornified envelope
P00749,synonym,3.4.21.73,
P00749,synonym,U-plasminogen activator,
P00749,synonym,uPA,
P00749,pfam,PF00051,Kringle
P00749,pfam,PF00089,Trypsin
P00749,go_classifier,component,external side of plasma membrane
P00749,go_classifier,component,protein complex involved in cell-matrix adhesion
P00749,go_classifier,component,serine protease inhibitor complex
P00749,go_classifier,component,serine-type endopeptidase complex
P00749,go_classifier,component,specific granule membrane
P00749,go_classifier,component,tertiary granule membrane
P00749,go_classifier,process,negative regulation of fibrinolysis
P00749,go_classifier,process,negative regulation of plasminogen activation
P00749,go_classifier,process,positive regulation of cell migration
P00749,go_classifier,process,regulation of cell adhesion
P00749,go_classifier,process,regulation of cell population proliferation
P00749,go_classifier,process,regulation of fibrinolysis
P00749,go_classifier,process,regulation of plasminogen activation
P00749,go_classifier,process,regulation of signaling receptor activity
P00749,go_classifier,process,response to hypoxia
P00749,go_classifier,process,urokinase plasminogen activator signaling pathway
P05154,synonym,Acrosomal serine protease inhibitor,
P05154,synonym,PAI-3,
P05154,synonym,PAI3,
P05154,synonym,PCI,
P05154,synonym,PLANH3,
P05154,synonym,Plasminogen activator inhibitor 3,
P05154,synonym,PROCI,
P05154,synonym,Protein C inhibitor,
P05154,synonym,Serpin A5,
P05154,pfam,PF00079,Serpin
P05154,go_classifier,component,protein-containing complex
P05154,go_classifier,process,fusion of sperm to egg plasma membrane involved in single fertilization
P98164,synonym,Glycoprotein 330,
P98164,synonym,gp330,
P98164,synonym,LRP-2,
P98164,synonym,Megalin,
P98164,pfam,PF00057,Ldl_recept_a
P98164,pfam,PF00058,Ldl_recept_b
P98164,pfam,PF12662,cEGF
P98164,pfam,PF14670,FXa_inhibition
P98164,pfam,PF07645,EGF_CA
P98164,go_classifier,component,axon
P98164,go_classifier,component,clathrin-coated endocytic vesicle membrane
P98164,go_classifier,component,clathrin-coated pit
P98164,go_classifier,component,dendrite
P98164,go_classifier,component,endosome lumen
P98164,go_classifier,component,external side of plasma membrane
P98164,go_classifier,function,cargo receptor activity
P98164,go_classifier,function,hormone binding
P98164,go_classifier,function,insulin-like growth factor I binding
P98164,go_classifier,function,low-density lipoprotein particle receptor activity
P98164,go_classifier,function,protein transporter activity
P98164,go_classifier,function,protein-folding chaperone binding
P98164,go_classifier,function,SH3 domain binding
P98164,go_classifier,process,amyloid-beta clearance
P98164,go_classifier,process,aorta development
P98164,go_classifier,process,cell population proliferation
P98164,go_classifier,process,cellular response to growth factor stimulus
P98164,go_classifier,process,cobalamin transport
P98164,go_classifier,process,coronary artery morphogenesis
P98164,go_classifier,process,cranial skeletal system development
P98164,go_classifier,process,diol metabolic process
P98164,go_classifier,process,folate import across plasma membrane
P98164,go_classifier,process,gene expression
P98164,go_classifier,process,kidney development
P98164,go_classifier,process,male gonad development
P98164,go_classifier,process,metal ion transport
P98164,go_classifier,process,negative regulation of apoptotic process
P98164,go_classifier,process,negative regulation of BMP signaling pathway
P98164,go_classifier,process,neural tube closure
P98164,go_classifier,process,neuron projection arborization
P98164,go_classifier,process,outflow tract septum morphogenesis
P98164,go_classifier,process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P98164,go_classifier,process,positive regulation of lysosomal protein catabolic process
P98164,go_classifier,process,positive regulation of neurogenesis
P98164,go_classifier,process,positive regulation of oligodendrocyte progenitor proliferation
P98164,go_classifier,process,protein transport
P98164,go_classifier,process,pulmonary artery morphogenesis
P98164,go_classifier,process,response to leptin
P98164,go_classifier,process,secondary heart field specification
P98164,go_classifier,process,sensory perception of sound
P98164,go_classifier,process,transcytosis
P98164,go_classifier,process,transport across blood-brain barrier
P98164,go_classifier,process,vagina development
P98164,go_classifier,process,ventricular compact myocardium morphogenesis
P98164,go_classifier,process,ventricular septum development
Q9Y5Y6,synonym,3.4.21.109,
Q9Y5Y6,synonym,Matriptase,
Q9Y5Y6,synonym,Membrane-type serine protease 1,
Q9Y5Y6,synonym,MT-SP1,
Q9Y5Y6,synonym,Prostamin,
Q9Y5Y6,synonym,PRSS14,
Q9Y5Y6,synonym,Serine protease 14,
Q9Y5Y6,synonym,Serine protease TADG-15,
Q9Y5Y6,synonym,SNC19,
Q9Y5Y6,synonym,TADG15,
Q9Y5Y6,synonym,Tumor-associated differentially-expressed gene 15 protein,
Q9Y5Y6,pfam,PF00089,Trypsin
Q9Y5Y6,pfam,PF00057,Ldl_recept_a
Q9Y5Y6,pfam,PF00431,CUB
Q9Y5Y6,pfam,PF01390,SEA
Q9Y5Y6,go_classifier,component,external side of plasma membrane
Q9Y5Y6,go_classifier,process,protein catabolic process
P14543,synonym,Entactin,
P14543,synonym,NID,
P14543,synonym,NID-1,
P14543,pfam,PF00058,Ldl_recept_b
P14543,pfam,PF00086,Thyroglobulin_1
P14543,pfam,PF06119,NIDO
P14543,pfam,PF07474,G2F
P14543,pfam,PF12662,cEGF
P14543,pfam,PF14670,FXa_inhibition
P14543,pfam,PF07645,EGF_CA
P14543,pfam,PF12947,EGF_3
P14543,go_classifier,component,collagen-containing extracellular matrix
P14543,go_classifier,component,protein complex involved in cell-matrix adhesion
P14543,go_classifier,function,extracellular matrix structural constituent
P14543,go_classifier,function,laminin-1 binding
P14543,go_classifier,process,positive regulation of cell adhesion
P14543,go_classifier,process,positive regulation of integrin-mediated signaling pathway
P14543,go_classifier,process,positive regulation of muscle cell differentiation
P14543,go_classifier,process,regulation of basement membrane organization
P39900,synonym,3.4.24.65,
P39900,synonym,HME,
P39900,synonym,Macrophage elastase,
P39900,synonym,Matrix metalloproteinase-12,
P39900,synonym,ME,
P39900,synonym,MME,
P39900,synonym,MMP-12,
P39900,pfam,PF00045,Hemopexin
P39900,pfam,PF00413,Peptidase_M10
P39900,pfam,PF01471,PG_binding_1
P39900,go_classifier,component,cytoplasm
P39900,go_classifier,component,extracellular matrix
P39900,go_classifier,component,extracellular space
P39900,go_classifier,component,nucleus
P39900,go_classifier,function,collagen binding
P39900,go_classifier,function,core promoter sequence-specific DNA binding
P39900,go_classifier,function,sequence-specific DNA binding
P39900,go_classifier,function,serine-type endopeptidase activity
P39900,go_classifier,process,bronchiole development
P39900,go_classifier,process,cellular response to virus
P39900,go_classifier,process,elastin catabolic process
P39900,go_classifier,process,lung alveolus development
P39900,go_classifier,process,negative regulation of endothelial cell-matrix adhesion via fibronectin
P39900,go_classifier,process,negative regulation of transcription by RNA polymerase II
P39900,go_classifier,process,negative regulation of type I interferon-mediated signaling pathway
P39900,go_classifier,process,positive regulation of interferon-alpha production
P39900,go_classifier,process,positive regulation of transcription by RNA polymerase II
P39900,go_classifier,process,positive regulation of type I interferon-mediated signaling pathway
P39900,go_classifier,process,protein import into nucleus
P39900,go_classifier,process,regulation of defense response to virus by host
P39900,go_classifier,process,response to amyloid-beta
P22888,synonym,LCGR,
P22888,synonym,LGR2,
P22888,synonym,LH/CG-R,
P22888,synonym,LHR,
P22888,synonym,LHRHR,
P22888,synonym,LSH-R,
P22888,synonym,Luteinizing hormone receptor,
P22888,pfam,PF00001,7tm_1
P22888,pfam,PF13306,LRR_5
P22888,go_classifier,component,centriolar satellite
P22888,go_classifier,function,G protein-coupled peptide receptor activity
P22888,go_classifier,process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P22888,go_classifier,process,cellular response to luteinizing hormone stimulus
P22888,go_classifier,process,development of secondary male sexual characteristics
P22888,go_classifier,process,G protein-coupled receptor signaling pathway
P22888,go_classifier,process,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
P22888,go_classifier,process,ovarian follicle development
P22888,go_classifier,process,phospholipase C-activating G protein-coupled receptor signaling pathway
P22888,go_classifier,process,regulation of steroid hormone biosynthetic process
P22888,go_classifier,process,seminiferous tubule development
P30988,synonym,CT-R,
P30988,pfam,PF00002,7tm_2
P30988,pfam,PF02793,HRM
P30988,go_classifier,component,acrosomal vesicle
P30988,go_classifier,component,amylin receptor complex 1
P30988,go_classifier,component,amylin receptor complex 2
P30988,go_classifier,component,amylin receptor complex 3
P30988,go_classifier,component,axon
P30988,go_classifier,component,cilium
P30988,go_classifier,function,amylin receptor activity
P30988,go_classifier,function,amyloid-beta binding
P30988,go_classifier,function,calcitonin family receptor activity
P30988,go_classifier,function,calcitonin gene-related peptide receptor activity
P30988,go_classifier,process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P30988,go_classifier,process,amylin receptor 1 signaling pathway
P30988,go_classifier,process,amylin receptor 2 signaling pathway
