interactant_id,name,organism
BE0000827,"Glutamate receptor ionotropic, kainate 4",Humans
BE0000828,"Glutamate receptor ionotropic, kainate 5",Humans
BE0000834,Metabotropic glutamate receptor 7,Humans
BE0000835,Metabotropic glutamate receptor 8,Humans
BE0002267,Excitatory amino acid transporter 5,Humans
BE0002268,5-oxoprolinase,Humans
BE0000396,"Glutamate receptor ionotropic, NMDA 2D",Humans
BE0000188,Bifunctional glutamate/proline--tRNA ligase,Humans
BE0001115,Excitatory amino acid transporter 1,Humans
BE0000884,Excitatory amino acid transporter 2,Humans
BE0000166,Glutamate--cysteine ligase catalytic subunit,Humans
BE0002270,Excitatory amino acid transporter 4,Humans
BE0000755,"Glutamate dehydrogenase 2, mitochondrial",Humans
BE0000700,"Folylpolyglutamate synthase, mitochondrial",Humans
BE0002271,Glutamyl aminopeptidase,Humans
BE0000454,"Glutamate receptor ionotropic, NMDA 2C",Humans
BE0002272,"Nondiscriminating glutamyl-tRNA synthetase EARS2, mitochondrial",Humans
BE0002274,"N-acetylglutamate synthase, mitochondrial",Humans
BE0000641,"Glutamate receptor ionotropic, NMDA 3A",Humans
BE0000073,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",Humans
BE0002277,Aspartyl aminopeptidase,Humans
BE0004640,Carboxypeptidase Q,Humans
BE0000180,"Glutamate dehydrogenase 1, mitochondrial",Humans
BE0000346,"Glutamate receptor ionotropic, kainate 1",Humans
BE0000640,Glutamate receptor 1,Humans
BE0000606,Glutamate--cysteine ligase regulatory subunit,Humans
BE0000829,Glutamate receptor 2,Humans
BE0000831,Glutamate receptor 3,Humans
BE0000830,Glutamate receptor 4,Humans
BE0000823,Delta-1-pyrroline-5-carboxylate synthase,Humans
BE0000826,"Glutamate receptor ionotropic, kainate 2",Humans
BE0000832,"Glutamate receptor ionotropic, kainate 3",Humans
BE0002275,Mitochondrial glutamate carrier 2,Humans
BE0002276,Mitochondrial glutamate carrier 1,Humans
BE0000747,Aldo-keto reductase family 1 member B1,Humans
BE0000761,Inosine-5'-monophosphate dehydrogenase 1,Humans
BE0000058,Matrix metalloproteinase-9,Humans
BE0009997,Glutathione peroxidase,
BE0000648,"Glutathione reductase, mitochondrial",Humans
BE0000185,Glutathione synthetase,Humans
BE0000807,Glutathione S-transferase Mu 1,Humans
BE0000808,Glutathione S-transferase kappa 1,Humans
BE0000809,Glutathione S-transferase A3,Humans
BE0000810,Glutathione S-transferase Mu 3,Humans
BE0000811,Glutathione S-transferase A4,Humans
BE0000812,Glutathione S-transferase Mu 4,Humans
BE0000813,Glutathione S-transferase A5,Humans
BE0000814,Glutathione S-transferase P,Humans
BE0000815,Glutathione S-transferase omega-1,Humans
BE0000816,Glutathione peroxidase 1,Humans
BE0000817,Glutathione peroxidase 2,Humans
BE0000818,Glutathione S-transferase theta-1,Humans
BE0000819,Maleylacetoacetate isomerase,Humans
BE0000820,Epididymal secretory glutathione peroxidase,Humans
BE0000821,Glutathione peroxidase 3,Humans
BE0000962,Lactoylglutathione lyase,Humans
BE0001117,Leukotriene C4 synthase,Humans
BE0002279,"Glutathione S-transferase 3, mitochondrial",Humans
BE0001167,Hematopoietic prostaglandin D synthase,Humans
BE0002281,Glutathione S-transferase A1,Humans
BE0002189,Glutathione S-transferase A2,Humans
BE0002282,Microsomal glutathione S-transferase 1,Humans
BE0002283,S-formylglutathione hydrolase,Humans
BE0000889,Glutathione hydrolase 1 proenzyme,Humans
BE0001189,Glutathione S-transferase Mu 2,Humans
BE0002284,Glutaredoxin-1,Humans
BE0001135,Phospholipid hydroperoxide glutathione peroxidase GPX4,Humans
BE0002285,Glutathione S-transferase Mu 5,Humans
BE0002286,Glutathione peroxidase 6,Humans
BE0001825,"Hydroxyacylglutathione hydrolase, mitochondrial",Humans
BE0002287,Glutathione peroxidase,Humans
BE0002289,Glutathione peroxidase 7,Humans
BE0002290,Microsomal glutathione S-transferase 2,Humans
BE0002291,Glutathione S-transferase omega-2,Humans
BE0002292,"Glutaredoxin-2, mitochondrial",Humans
BE0001061,ATP-binding cassette sub-family C member 3,Humans
BE0001188,ATP-binding cassette sub-family C member 4,Humans
BE0003639,ATP-binding cassette sub-family C member 5,Humans
BE0000673,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",Humans
BE0000189,Scavenger receptor class B member 1,Humans
BE0001132,Protein kinase C alpha type,Humans
BE0001099,Phosphatidylserine synthase 1,Humans
BE0002296,Diacylglycerol kinase gamma,Humans
BE0002297,Diacylglycerol kinase delta,Humans
BE0002299,Phosphatidylserine synthase 2,Humans
BE0002300,Sphingomyelin phosphodiesterase 4,Humans
BE0002301,Sphingomyelin phosphodiesterase 3,Humans
BE0001001,Phospholipid-transporting ATPase IA,Humans
BE0000998,Glycine--tRNA ligase,Humans
BE0002303,Bile acid-CoA:amino acid N-acyltransferase,Humans
BE0002304,N-arachidonyl glycine receptor,Humans
BE0002305,Glycine N-acyltransferase,Humans
BE0002306,Glycine N-acyltransferase-like protein 2,Humans
BE0002307,Glycine N-acyltransferase-like protein 1,Humans
BE0002309,Peroxisomal sarcosine oxidase,Humans
BE0000534,"Glutamate receptor ionotropic, NMDA 3B",Humans
BE0000433,Glycine receptor subunit alpha-1,Humans
BE0000055,Glycine receptor subunit beta,Humans
BE0000414,Glycine receptor subunit alpha-3,Humans
BE0000745,Glycine receptor subunit alpha-2,Humans
BE0000737,"Dihydrolipoyl dehydrogenase, mitochondrial",Humans
BE0002302,"Glycine cleavage system H protein, mitochondrial",Humans
BE0000536,Proton-coupled amino acid transporter 1,Humans
BE0002308,Vesicular inhibitory amino acid transporter,Humans
BE0002310,Sodium- and chloride-dependent glycine transporter 2,Humans
BE0000940,Sodium- and chloride-dependent glycine transporter 1,Humans
BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Humans
BE0000042,Pyridoxal kinase,Humans
BE0000714,Creatine kinase M-type,Humans
BE0000171,"Creatine kinase U-type, mitochondrial",Humans
BE0000082,Creatine kinase B-type,Humans
BE0000410,"Creatine kinase S-type, mitochondrial",Humans
BE0000567,Guanidinoacetate N-methyltransferase,Humans
BE0000375,Sodium- and chloride-dependent creatine transporter 1,Humans
BE0000204,"Leucine--tRNA ligase, mitochondrial",Humans
BE0000613,tRNA wybutosine-synthesizing protein 4,Humans
BE0000450,Leucine carboxyl methyltransferase 1,Humans
BE0000769,"Leucine--tRNA ligase, cytoplasmic",Humans
BE0000693,"Indoleamine 2,3-dioxygenase 1",Humans
BE0000228,"Tryptophan--tRNA ligase, cytoplasmic",Humans
BE0001343,Tryptophan--tRNA ligase,Geobacillus stearothermophilus
BE0002311,"Tryptophan--tRNA ligase, mitochondrial",Humans
BE0000121,Tryptophan 5-hydroxylase 1,Humans
BE0000080,Tryptophan 5-hydroxylase 2,Humans
BE0003532,"Tryptophan 2,3-dioxygenase",Humans
BE0000701,"Cysteine--tRNA ligase, cytoplasmic",Humans
BE0001145,Methylated-DNA--protein-cysteine methyltransferase,Humans
BE0002312,"Probable cysteine--tRNA ligase, mitochondrial",Humans
BE0000569,Cysteine dioxygenase type 1,Humans
BE0000157,Thiamine pyrophosphokinase 1,Humans
BE0002003,Pyruvate dehydrogenase E1 component,Escherichia coli (strain K12)
BE0004673,Cytochrome P450 4B1,Humans
BE0009876,Nucleoside diphosphate phosphatase ENTPD5,Humans
BE0009877,Thiamine-triphosphatase,Humans
BE0003530,Thiamine transporter 1,Humans
BE0000963,Thiamine transporter 2,Humans
BE0004902,Voltage-dependent calcium channel,Humans
BE0009671,Ribulose-phosphate 3-epimerase,Humans
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Humans
BE0000524,Vitamin D 25-hydroxylase,Humans
BE0000766,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Humans
BE0000067,Nitric oxide synthase 1,Humans
BE0001092,Protein-arginine deiminase type-4,Humans
BE0000234,"Threonine--tRNA ligase 1, cytoplasmic",Humans
BE0002317,"Threonine--tRNA ligase, mitochondrial",Humans
BE0001755,Beta-lactamase Toho-1,Escherichia coli
BE0000196,NADH-ubiquinone oxidoreductase chain 3,Humans
BE0000645,UDP-glucose 6-dehydrogenase,Humans
BE0000227,Alcohol dehydrogenase 1A,Humans
BE0000299,Sorbitol dehydrogenase,Humans
BE0000360,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Humans
BE0000465,Alcohol dehydrogenase 1C,Humans
BE0000400,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,Humans
BE0000522,All-trans-retinol dehydrogenase [NAD(+)] ADH7,Humans
BE0000208,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",Humans
BE0000297,L-lactate dehydrogenase A-like 6A,Humans
BE0000009,Alcohol dehydrogenase class-3,Humans
BE0000317,3-hydroxyacyl-CoA dehydrogenase type-2,Humans
BE0000780,"Malate dehydrogenase, mitochondrial",Humans
BE0000425,L-lactate dehydrogenase A chain,Humans
BE0000148,"NAD-dependent malic enzyme, mitochondrial",Humans
BE0000408,Peroxisomal multifunctional enzyme type 2,Humans
BE0000100,L-lactate dehydrogenase A-like 6B,Humans
BE0000149,L-lactate dehydrogenase C chain,Humans
BE0000068,L-lactate dehydrogenase B chain,Humans
BE0000586,Peroxisomal bifunctional enzyme,Humans
BE0000377,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Humans
BE0000328,"NADP-dependent malic enzyme, mitochondrial",Humans
BE0000175,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",Humans
BE0000589,"Malate dehydrogenase, cytoplasmic",Humans
BE0000128,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",Humans
BE0000336,17-beta-hydroxysteroid dehydrogenase type 3,Humans
BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Humans
BE0000604,NADP-dependent malic enzyme,Humans
BE0000161,D-3-phosphoglycerate dehydrogenase,Humans
BE0000184,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,Humans
BE0000771,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",Humans
BE0000559,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",Humans
BE0000011,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Humans
BE0000194,17-beta-hydroxysteroid dehydrogenase type 1,Humans
BE0000006,17-beta-hydroxysteroid dehydrogenase type 2,Humans
BE0000570,Retinol dehydrogenase 5,Humans
BE0000357,GDH/6PGL endoplasmic bifunctional protein,Humans
BE0000578,(3R)-3-hydroxyacyl-CoA dehydrogenase,Humans
BE0000438,Aldo-keto reductase family 1 member C4,Humans
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,Humans
BE0000592,Aldo-keto reductase family 1 member C3,Humans
BE0000552,15-hydroxyprostaglandin dehydrogenase [NAD(+)],Humans
BE0000662,GDP-L-fucose synthase,Humans
BE0000126,Aldo-keto reductase family 1 member C1,Humans
BE0000329,11-beta-hydroxysteroid dehydrogenase 1,Humans
BE0000059,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Humans
BE0000051,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,Humans
BE0000260,"Trifunctional enzyme subunit alpha, mitochondrial",Humans
BE0000133,"Aldehyde dehydrogenase, mitochondrial",Humans
BE0000131,11-beta-hydroxysteroid dehydrogenase type 2,Humans
BE0000622,Aldo-keto reductase family 1 member C2,Humans
BE0000044,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",Humans
BE0000193,Aldehyde dehydrogenase family 3 member B2,Humans
BE0000231,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial",Humans
BE0000718,"Aldehyde dehydrogenase, dimeric NADP-preferring",Humans
BE0000554,Aldehyde dehydrogenase 1A1,Humans
BE0000720,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",Humans
BE0000287,4-trimethylaminobutyraldehyde dehydrogenase,Humans
BE0000583,Retinaldehyde dehydrogenase 3,Humans
BE0000479,"Aldehyde dehydrogenase X, mitochondrial",Humans
BE0000446,Aldehyde dehydrogenase family 3 member B1,Humans
BE0000542,Glyceraldehyde-3-phosphate dehydrogenase,Humans
BE0000513,Retinal dehydrogenase 2,Humans
BE0000600,Aldehyde dehydrogenase family 3 member A2,Humans
BE0000135,Alpha-aminoadipic semialdehyde dehydrogenase,Humans
BE0000728,Pyrroline-5-carboxylate reductase 2,Humans
BE0000225,"Pyrroline-5-carboxylate reductase 1, mitochondrial",Humans
BE0000609,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",Humans
BE0000571,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Humans
BE0000741,Biliverdin reductase A,Humans
BE0000762,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Humans
BE0000330,Dihydrofolate reductase,Humans
BE0000162,2-oxoglutarate dehydrogenase complex component E1,Humans
BE0000031,7-dehydrocholesterol reductase,Humans
BE0000220,Ribosyldihydronicotinamide dehydrogenase [quinone],Humans
BE0000655,NADH-ubiquinone oxidoreductase chain 2,Humans
BE0000307,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Humans
BE0000244,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Humans
BE0000160,NADH-cytochrome b5 reductase 3,Humans
BE0000541,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,Humans
BE0000551,NADH-ubiquinone oxidoreductase chain 4,Humans
BE0000540,Dihydropteridine reductase,Humans
BE0000503,NADH-ubiquinone oxidoreductase chain 1,Humans
BE0000008,"NAD(P) transhydrogenase, mitochondrial",Humans
BE0000473,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,Humans
BE0000305,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Humans
BE0000272,NADH-ubiquinone oxidoreductase chain 4L,Humans
BE0000081,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",Humans
BE0000401,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,Humans
BE0000224,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,Humans
BE0000348,NADH-ubiquinone oxidoreductase chain 6,Humans
BE0000580,NADH-ubiquinone oxidoreductase chain 5,Humans
BE0000169,Cytochrome c oxidase subunit FA4,Humans
BE0000213,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,Humans
BE0000545,"Acyl carrier protein, mitochondrial",Humans
BE0000550,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,Humans
BE0000367,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Humans
BE0000684,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,Humans
BE0000676,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",Humans
BE0000173,NADH dehydrogenase [ubiquinone] 1 subunit C2,Humans
BE0000338,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,Humans
BE0000493,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Humans
BE0000245,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Humans
BE0000295,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,Humans
BE0000284,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,Humans
BE0000427,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",Humans
BE0000512,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,Humans
BE0000596,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,Humans
BE0000729,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",Humans
BE0000243,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",Humans
BE0000313,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",Humans
BE0000376,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,Humans
BE0000027,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Humans
BE0000191,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",Humans
BE0000754,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,Humans
BE0000089,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,Humans
BE0000500,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",Humans
BE0000485,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Humans
BE0000137,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Humans
BE0000525,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Humans
BE0000093,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",Humans
BE0000319,Cytochrome c oxidase hypoxia associated subunit FA4L2,Humans
BE0000037,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",Humans
BE0000065,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Humans
BE0000096,Methylsterol monooxygenase 1,Humans
BE0000735,Heme oxygenase 1,Humans
BE0000587,Heme oxygenase 2,Humans
BE0000344,"Steroid 17-alpha-hydroxylase/17,20 lyase",Humans
BE0000252,Tyrosinase,Humans
BE0004352,Aldo-keto reductase family 1 member A1,Humans
BE0003539,Aldehyde oxidase,Humans
BE0003545,Alcohol dehydrogenase 6,Humans
BE0004711,Reduced folate transporter,Humans
BE0001048,Proton-coupled folate transporter,Humans
BE0000652,Folate receptor gamma,Humans
BE0000271,Folate receptor beta,Humans
BE0003405,Folate receptor alpha,Humans
BE0000265,Gamma-glutamyl hydrolase,Humans
BE0003658,ATP-binding cassette sub-family C member 11,Humans
BE0000730,Solute carrier family 25 member 32,Humans
BE0000996,Long-chain-fatty-acid--CoA ligase 4,Humans
BE0000248,Polyunsaturated fatty acid 5-lipoxygenase,Humans
BE0000294,"Alanine--tRNA ligase, cytoplasmic",Humans
BE0000480,Neutral amino acid transporter A,Humans
BE0002318,"Alanine--tRNA ligase, mitochondrial",Humans
BE0000223,Valine--tRNA ligase,Humans
BE0000707,Retinoic acid receptor RXR-gamma,Humans
BE0005056,Apolipoprotein D,Humans
BE0009878,Prostaglandin-H2 D-isomerase,Humans
BE0000726,Retinol dehydrogenase 12,Humans
BE0000593,Retinol dehydrogenase 13,Humans
BE0000900,Lecithin retinol acyltransferase,Humans
BE0002319,Short-chain dehydrogenase/reductase 3,Humans
BE0002320,"All-trans-retinol 13,14-reductase",Humans
BE0002321,Retinol dehydrogenase 11,Humans
BE0000032,Dehydrogenase/reductase SDR family member 4,Humans
BE0002322,Retinol dehydrogenase 14,Humans
BE0002323,Retinol dehydrogenase 8,Humans
BE0003480,Cytochrome P450 26A1,Humans
BE0000786,Retinaldehyde-binding protein 1,Humans
BE0000255,Retinol-binding protein 3,Humans
BE0000301,Retinol-binding protein 1,Humans
BE0000682,Retinol-binding protein 5,Humans
BE0000532,Retinoid-binding protein 7,Humans
BE0000314,Retinol-binding protein 4,Humans
BE0000505,Retinol-binding protein 2,Humans
BE0009879,Receptor for retinol uptake STRA6,Humans
BE0000076,SEC14-like protein 4,Humans
BE0000339,SEC14-like protein 3,Humans
BE0000256,SEC14-like protein 2,Humans
BE0000956,Nuclear receptor subfamily 1 group I member 2,Humans
BE0000872,Protein kinase C beta type,Humans
BE0002324,Diacylglycerol kinase alpha,Humans
BE0002325,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,Humans
BE0002326,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,Humans
